48.9802078,-123.0620986,None,None,ZERO_RESULTS
48.9802078,-123.0624409,None,None,ZERO_RESULTS
48.9802078,-123.0627832,None,None,ZERO_RESULTS
48.9802078,-123.0631255,None,None,ZERO_RESULTS
48.9802078,-123.0634678,None,None,ZERO_RESULTS
48.9802078,-123.0638101,None,None,ZERO_RESULTS
48.9802078,-123.0641524,None,None,ZERO_RESULTS
48.9802078,-123.0644947,None,None,ZERO_RESULTS
48.9802078,-123.064837,None,None,ZERO_RESULTS
48.9802078,-123.0651793,None,None,ZERO_RESULTS
48.9802078,-123.0655216,None,None,ZERO_RESULTS
48.9802078,-123.0658639,None,None,ZERO_RESULTS
48.9802078,-123.0662062,None,None,ZERO_RESULTS
48.9802078,-123.0665485,None,None,ZERO_RESULTS
48.9802078,-123.0668908,None,None,ZERO_RESULTS
48.98058969437155,-123.0680469962339,RWOTUIQSO2KgZSpko0wEmQ,2023-05,
48.98058969437155,-123.0680469962339,RWOTUIQSO2KgZSpko0wEmQ,2023-05,
48.98045699144864,-123.0682525386555,kuoDju5FFAX-b4pdqIsh6Q,2023-05,
48.98041867859834,-123.0684000024683,HpLPCb9txGDhm_6u8FbJJw,2023-05,
48.98039556211641,-123.0685835548583,bpOH1YI2xkWvyxl3CXhIsQ,2023-05,
48.98034518981965,-123.0690175476287,KF961WbG2vPBSzTwX_8sJA,2023-05,
48.98026947060978,-123.0693808326825,lF_uRZ6hP7hbyRsEKGwcSw,2023-05,
48.98019436874259,-123.0696134900075,RQyy9sVDU7Fsyqap3DBBdg,2023-05,
48.98010754375602,-123.0698530693033,YRcWIr95wp4GMTQLvCah6w,2023-05,
48.98000646288297,-123.0700924409553,PfkgUHNvqWuzYk6vIoHzMw,2023-05,
48.97989144929052,-123.0703156184,OdBaY22oQpUE-RCxhJiJXg,2023-05,
48.9802078,-123.0709984,None,None,ZERO_RESULTS
48.9802078,-123.0713407,None,None,ZERO_RESULTS
48.9802078,-123.071683,None,None,ZERO_RESULTS
48.9802078,-123.07202529999999,None,None,ZERO_RESULTS
48.9802078,-123.07236759999999,None,None,ZERO_RESULTS
48.9802078,-123.07270989999999,None,None,ZERO_RESULTS
48.9802078,-123.07305219999999,None,None,ZERO_RESULTS
48.9802078,-123.07339449999999,None,None,ZERO_RESULTS
48.9804775,-123.0620986,None,None,ZERO_RESULTS
48.9804775,-123.0624409,None,None,ZERO_RESULTS
48.9804775,-123.0627832,None,None,ZERO_RESULTS
48.9804775,-123.0631255,None,None,ZERO_RESULTS
48.9804775,-123.0634678,None,None,ZERO_RESULTS
48.9804775,-123.0638101,None,None,ZERO_RESULTS
48.9804775,-123.0641524,None,None,ZERO_RESULTS
48.9804775,-123.0644947,None,None,ZERO_RESULTS
48.9804775,-123.064837,None,None,ZERO_RESULTS
48.9804775,-123.0651793,None,None,ZERO_RESULTS
48.9804775,-123.0655216,None,None,ZERO_RESULTS
48.9804775,-123.0658639,None,None,ZERO_RESULTS
48.9804775,-123.0662062,None,None,ZERO_RESULTS
48.9804775,-123.0665485,None,None,ZERO_RESULTS
48.9804775,-123.0668908,None,None,ZERO_RESULTS
48.9804775,-123.0672331,None,None,ZERO_RESULTS
48.98058969437155,-123.0680469962339,RWOTUIQSO2KgZSpko0wEmQ,2023-05,
48.98058969437155,-123.0680469962339,RWOTUIQSO2KgZSpko0wEmQ,2023-05,
48.98045699144864,-123.0682525386555,kuoDju5FFAX-b4pdqIsh6Q,2023-05,
48.98039556211641,-123.0685835548583,bpOH1YI2xkWvyxl3CXhIsQ,2023-05,
48.98036626341082,-123.0688609387611,vRXMdgHa1IO1IWi_7N5wmA,2023-05,
48.98032364663119,-123.069153937327,XRbR_FY-Doilm06aqWoPmQ,2023-05,
48.98023363604466,-123.0694981266512,4Y-BWNaAkf1ZI4LDDAKr-w,2023-05,
48.98015344978429,-123.0697339753193,KTBpnNN6K0oAMEPrJqV6sg,2023-05,
48.9804775,-123.0703138,None,None,ZERO_RESULTS
48.9804775,-123.0706561,None,None,ZERO_RESULTS
48.9804775,-123.0709984,None,None,ZERO_RESULTS
48.9804775,-123.0713407,None,None,ZERO_RESULTS
48.9804775,-123.071683,None,None,ZERO_RESULTS
48.9804775,-123.07202529999999,None,None,ZERO_RESULTS
48.9804775,-123.07236759999999,None,None,ZERO_RESULTS
48.9804775,-123.07270989999999,None,None,ZERO_RESULTS
48.9804775,-123.07305219999999,None,None,ZERO_RESULTS
48.9804775,-123.07339449999999,None,None,ZERO_RESULTS
48.980747199999996,-123.0620986,None,None,ZERO_RESULTS
48.980747199999996,-123.0624409,None,None,ZERO_RESULTS
48.980747199999996,-123.0627832,None,None,ZERO_RESULTS
48.980747199999996,-123.0631255,None,None,ZERO_RESULTS
48.980747199999996,-123.0634678,None,None,ZERO_RESULTS
48.980747199999996,-123.0638101,None,None,ZERO_RESULTS
48.980747199999996,-123.0641524,None,None,ZERO_RESULTS
48.980747199999996,-123.0644947,None,None,ZERO_RESULTS
48.980747199999996,-123.064837,None,None,ZERO_RESULTS
48.980747199999996,-123.0651793,None,None,ZERO_RESULTS
48.980747199999996,-123.0655216,None,None,ZERO_RESULTS
48.980747199999996,-123.0658639,None,None,ZERO_RESULTS
48.980747199999996,-123.0662062,None,None,ZERO_RESULTS
48.980747199999996,-123.0665485,None,None,ZERO_RESULTS
48.980747199999996,-123.0668908,None,None,ZERO_RESULTS
48.980747199999996,-123.0672331,None,None,ZERO_RESULTS
48.98074944171749,-123.0679456943865,2NIqGngXBtNKSGoPLMDwrg,2023-05,
48.98074944171749,-123.0679456943865,2NIqGngXBtNKSGoPLMDwrg,2023-05,
48.98066979843331,-123.0679853280342,lSPn_7QL1HXW00NsIJv0Jg,2023-05,
48.98039556211641,-123.0685835548583,bpOH1YI2xkWvyxl3CXhIsQ,2023-05,
48.98036626341082,-123.0688609387611,vRXMdgHa1IO1IWi_7N5wmA,2023-05,
48.98032364663119,-123.069153937327,XRbR_FY-Doilm06aqWoPmQ,2023-05,
48.980747199999996,-123.0696292,None,None,ZERO_RESULTS
48.980747199999996,-123.0699715,None,None,ZERO_RESULTS
48.980747199999996,-123.0703138,None,None,ZERO_RESULTS
48.980747199999996,-123.0706561,None,None,ZERO_RESULTS
48.980747199999996,-123.0709984,None,None,ZERO_RESULTS
48.980747199999996,-123.0713407,None,None,ZERO_RESULTS
48.980747199999996,-123.071683,None,None,ZERO_RESULTS
48.980747199999996,-123.07202529999999,None,None,ZERO_RESULTS
48.980747199999996,-123.07236759999999,None,None,ZERO_RESULTS
48.980747199999996,-123.07270989999999,None,None,ZERO_RESULTS
48.980747199999996,-123.07305219999999,None,None,ZERO_RESULTS
48.980747199999996,-123.07339449999999,None,None,ZERO_RESULTS
48.98101689999999,-123.0620986,None,None,ZERO_RESULTS
48.98101689999999,-123.0624409,None,None,ZERO_RESULTS
48.98101689999999,-123.0627832,None,None,ZERO_RESULTS
48.98101689999999,-123.0631255,None,None,ZERO_RESULTS
48.98101689999999,-123.0634678,None,None,ZERO_RESULTS
48.98101689999999,-123.0638101,None,None,ZERO_RESULTS
48.98101689999999,-123.0641524,None,None,ZERO_RESULTS
48.98101689999999,-123.0644947,None,None,ZERO_RESULTS
48.98101689999999,-123.064837,None,None,ZERO_RESULTS
48.98101689999999,-123.0651793,None,None,ZERO_RESULTS
48.98101689999999,-123.0655216,None,None,ZERO_RESULTS
48.98101689999999,-123.0658639,None,None,ZERO_RESULTS
48.98101689999999,-123.0662062,None,None,ZERO_RESULTS
48.98101689999999,-123.0665485,None,None,ZERO_RESULTS
48.98101689999999,-123.0668908,None,None,ZERO_RESULTS
48.98102048634347,-123.0679115647429,2g94hdduccj5Fc3e9urGGQ,2023-05,
48.98102048634347,-123.0679115647429,2g94hdduccj5Fc3e9urGGQ,2023-05,
48.98102048634347,-123.0679115647429,2g94hdduccj5Fc3e9urGGQ,2023-05,
48.98102048634347,-123.0679115647429,2g94hdduccj5Fc3e9urGGQ,2023-05,
48.98101689999999,-123.0686023,None,None,ZERO_RESULTS
48.98101689999999,-123.0689446,None,None,ZERO_RESULTS
48.98101689999999,-123.0692869,None,None,ZERO_RESULTS
48.98101689999999,-123.0696292,None,None,ZERO_RESULTS
48.98101689999999,-123.0699715,None,None,ZERO_RESULTS
48.98101689999999,-123.0703138,None,None,ZERO_RESULTS
48.98101689999999,-123.0706561,None,None,ZERO_RESULTS
48.98101689999999,-123.0709984,None,None,ZERO_RESULTS
48.98101689999999,-123.0713407,None,None,ZERO_RESULTS
48.98101689999999,-123.071683,None,None,ZERO_RESULTS
48.98101689999999,-123.07202529999999,None,None,ZERO_RESULTS
48.98101689999999,-123.07236759999999,None,None,ZERO_RESULTS
48.98101689999999,-123.07270989999999,None,None,ZERO_RESULTS
48.98101689999999,-123.07305219999999,None,None,ZERO_RESULTS
48.98101689999999,-123.07339449999999,None,None,ZERO_RESULTS
48.98128659999999,-123.0620986,None,None,ZERO_RESULTS
48.98128659999999,-123.0624409,None,None,ZERO_RESULTS
48.98128659999999,-123.0627832,None,None,ZERO_RESULTS
48.98128659999999,-123.0631255,None,None,ZERO_RESULTS
48.98128659999999,-123.0634678,None,None,ZERO_RESULTS
48.98128659999999,-123.0638101,None,None,ZERO_RESULTS
48.98128659999999,-123.0641524,None,None,ZERO_RESULTS
48.98128659999999,-123.0644947,None,None,ZERO_RESULTS
48.98128659999999,-123.064837,None,None,ZERO_RESULTS
48.98128659999999,-123.0651793,None,None,ZERO_RESULTS
48.98128659999999,-123.0655216,None,None,ZERO_RESULTS
48.98128659999999,-123.0658639,None,None,ZERO_RESULTS
48.98128659999999,-123.0662062,None,None,ZERO_RESULTS
48.98128659999999,-123.0665485,None,None,ZERO_RESULTS
48.98128659999999,-123.0668908,None,None,ZERO_RESULTS
48.98130115957429,-123.0679093911057,H3J9QOsIugyujRRov11hSA,2023-05,
48.98130115957429,-123.0679093911057,H3J9QOsIugyujRRov11hSA,2023-05,
48.98130115957429,-123.0679093911057,H3J9QOsIugyujRRov11hSA,2023-05,
48.98130115957429,-123.0679093911057,H3J9QOsIugyujRRov11hSA,2023-05,
48.98128659999999,-123.0686023,None,None,ZERO_RESULTS
48.98128659999999,-123.0689446,None,None,ZERO_RESULTS
48.98128659999999,-123.0692869,None,None,ZERO_RESULTS
48.98128659999999,-123.0696292,None,None,ZERO_RESULTS
48.98128659999999,-123.0699715,None,None,ZERO_RESULTS
48.98128659999999,-123.0703138,None,None,ZERO_RESULTS
48.98128659999999,-123.0706561,None,None,ZERO_RESULTS
48.98128659999999,-123.0709984,None,None,ZERO_RESULTS
48.98128659999999,-123.0713407,None,None,ZERO_RESULTS
48.98128659999999,-123.071683,None,None,ZERO_RESULTS
48.98128659999999,-123.07202529999999,None,None,ZERO_RESULTS
48.98128659999999,-123.07236759999999,None,None,ZERO_RESULTS
48.98128659999999,-123.07270989999999,None,None,ZERO_RESULTS
48.98128659999999,-123.07305219999999,None,None,ZERO_RESULTS
48.98128659999999,-123.07339449999999,None,None,ZERO_RESULTS
48.98155629999999,-123.0620986,None,None,ZERO_RESULTS
48.98155629999999,-123.0624409,None,None,ZERO_RESULTS
48.98155629999999,-123.0627832,None,None,ZERO_RESULTS
48.98155629999999,-123.0631255,None,None,ZERO_RESULTS
48.98155629999999,-123.0634678,None,None,ZERO_RESULTS
48.98155629999999,-123.0638101,None,None,ZERO_RESULTS
48.98155629999999,-123.0641524,None,None,ZERO_RESULTS
48.98155629999999,-123.0644947,None,None,ZERO_RESULTS
48.98155629999999,-123.064837,None,None,ZERO_RESULTS
48.98155629999999,-123.0651793,None,None,ZERO_RESULTS
48.98155629999999,-123.0655216,None,None,ZERO_RESULTS
48.98155629999999,-123.0658639,None,None,ZERO_RESULTS
48.98155629999999,-123.0662062,None,None,ZERO_RESULTS
48.98155629999999,-123.0665485,None,None,ZERO_RESULTS
48.98155629999999,-123.0668908,None,None,ZERO_RESULTS
48.98157841588107,-123.0679092566059,RgyQfzOcZ-8my5PWEjf4Iw,2023-05,
48.98157841588107,-123.0679092566059,RgyQfzOcZ-8my5PWEjf4Iw,2023-05,
48.98157841588107,-123.0679092566059,RgyQfzOcZ-8my5PWEjf4Iw,2023-05,
48.98157841588107,-123.0679092566059,RgyQfzOcZ-8my5PWEjf4Iw,2023-05,
48.98155629999999,-123.0686023,None,None,ZERO_RESULTS
48.98155629999999,-123.0689446,None,None,ZERO_RESULTS
48.98155629999999,-123.0692869,None,None,ZERO_RESULTS
48.98155629999999,-123.0696292,None,None,ZERO_RESULTS
48.98155629999999,-123.0699715,None,None,ZERO_RESULTS
48.98155629999999,-123.0703138,None,None,ZERO_RESULTS
48.98155629999999,-123.0706561,None,None,ZERO_RESULTS
48.98155629999999,-123.0709984,None,None,ZERO_RESULTS
48.98155629999999,-123.0713407,None,None,ZERO_RESULTS
48.98155629999999,-123.071683,None,None,ZERO_RESULTS
48.98155629999999,-123.07202529999999,None,None,ZERO_RESULTS
48.98155629999999,-123.07236759999999,None,None,ZERO_RESULTS
48.98155629999999,-123.07270989999999,None,None,ZERO_RESULTS
48.98155629999999,-123.07305219999999,None,None,ZERO_RESULTS
48.98155629999999,-123.07339449999999,None,None,ZERO_RESULTS
48.981825999999984,-123.0620986,None,None,ZERO_RESULTS
48.981825999999984,-123.0624409,None,None,ZERO_RESULTS
48.981825999999984,-123.0627832,None,None,ZERO_RESULTS
48.981825999999984,-123.0631255,None,None,ZERO_RESULTS
48.981825999999984,-123.0634678,None,None,ZERO_RESULTS
48.981825999999984,-123.0638101,None,None,ZERO_RESULTS
48.981825999999984,-123.0641524,None,None,ZERO_RESULTS
48.981825999999984,-123.0644947,None,None,ZERO_RESULTS
48.981825999999984,-123.064837,None,None,ZERO_RESULTS
48.981825999999984,-123.0651793,None,None,ZERO_RESULTS
48.981825999999984,-123.0655216,None,None,ZERO_RESULTS
48.981825999999984,-123.0658639,None,None,ZERO_RESULTS
48.981825999999984,-123.0662062,None,None,ZERO_RESULTS
48.981825999999984,-123.0665485,None,None,ZERO_RESULTS
48.981825999999984,-123.0668908,None,None,ZERO_RESULTS
48.98185620921789,-123.0679090664282,IYBwPM4rTk4mHLQyqegEKw,2023-05,
48.98185620921789,-123.0679090664282,IYBwPM4rTk4mHLQyqegEKw,2023-05,
48.98185620921789,-123.0679090664282,IYBwPM4rTk4mHLQyqegEKw,2023-05,
48.98185620921789,-123.0679090664282,IYBwPM4rTk4mHLQyqegEKw,2023-05,
48.981825999999984,-123.0686023,None,None,ZERO_RESULTS
48.981825999999984,-123.0689446,None,None,ZERO_RESULTS
48.981825999999984,-123.0692869,None,None,ZERO_RESULTS
48.981825999999984,-123.0696292,None,None,ZERO_RESULTS
48.981825999999984,-123.0699715,None,None,ZERO_RESULTS
48.981825999999984,-123.0703138,None,None,ZERO_RESULTS
48.981825999999984,-123.0706561,None,None,ZERO_RESULTS
48.981825999999984,-123.0709984,None,None,ZERO_RESULTS
48.981825999999984,-123.0713407,None,None,ZERO_RESULTS
48.981825999999984,-123.071683,None,None,ZERO_RESULTS
48.981825999999984,-123.07202529999999,None,None,ZERO_RESULTS
48.981825999999984,-123.07236759999999,None,None,ZERO_RESULTS
48.981825999999984,-123.07270989999999,None,None,ZERO_RESULTS
48.981825999999984,-123.07305219999999,None,None,ZERO_RESULTS
48.981825999999984,-123.07339449999999,None,None,ZERO_RESULTS
48.98209569999998,-123.0620986,None,None,ZERO_RESULTS
48.98209569999998,-123.0624409,None,None,ZERO_RESULTS
48.98209569999998,-123.0627832,None,None,ZERO_RESULTS
48.98209569999998,-123.0631255,None,None,ZERO_RESULTS
48.98209569999998,-123.0634678,None,None,ZERO_RESULTS
48.98209569999998,-123.0638101,None,None,ZERO_RESULTS
48.98209569999998,-123.0641524,None,None,ZERO_RESULTS
48.98209569999998,-123.0644947,None,None,ZERO_RESULTS
48.98209569999998,-123.064837,None,None,ZERO_RESULTS
48.98209569999998,-123.0651793,None,None,ZERO_RESULTS
48.98209569999998,-123.0655216,None,None,ZERO_RESULTS
48.98209569999998,-123.0658639,None,None,ZERO_RESULTS
48.98209569999998,-123.0662062,None,None,ZERO_RESULTS
48.98209569999998,-123.0665485,None,None,ZERO_RESULTS
48.98209569999998,-123.0668908,None,None,ZERO_RESULTS
48.98213544695862,-123.067908949943,sl0E4dAFqWEITBG_jufQ0g,2023-05,
48.98213544695862,-123.067908949943,sl0E4dAFqWEITBG_jufQ0g,2023-05,
48.98213544695862,-123.067908949943,sl0E4dAFqWEITBG_jufQ0g,2023-05,
48.98213544695862,-123.067908949943,sl0E4dAFqWEITBG_jufQ0g,2023-05,
48.98209569999998,-123.0686023,None,None,ZERO_RESULTS
48.98209569999998,-123.0689446,None,None,ZERO_RESULTS
48.98209569999998,-123.0692869,None,None,ZERO_RESULTS
48.98209569999998,-123.0696292,None,None,ZERO_RESULTS
48.98209569999998,-123.0699715,None,None,ZERO_RESULTS
48.98209569999998,-123.0703138,None,None,ZERO_RESULTS
48.98209569999998,-123.0706561,None,None,ZERO_RESULTS
48.98209569999998,-123.0709984,None,None,ZERO_RESULTS
48.98209569999998,-123.0713407,None,None,ZERO_RESULTS
48.98209569999998,-123.071683,None,None,ZERO_RESULTS
48.98209569999998,-123.07202529999999,None,None,ZERO_RESULTS
48.98209569999998,-123.07236759999999,None,None,ZERO_RESULTS
48.98209569999998,-123.07270989999999,None,None,ZERO_RESULTS
48.98209569999998,-123.07305219999999,None,None,ZERO_RESULTS
48.98209569999998,-123.07339449999999,None,None,ZERO_RESULTS
48.98236539999998,-123.0620986,None,None,ZERO_RESULTS
48.98236539999998,-123.0624409,None,None,ZERO_RESULTS
48.98236539999998,-123.0627832,None,None,ZERO_RESULTS
48.98236539999998,-123.0631255,None,None,ZERO_RESULTS
48.98236539999998,-123.0634678,None,None,ZERO_RESULTS
48.98236539999998,-123.0638101,None,None,ZERO_RESULTS
48.98236539999998,-123.0641524,None,None,ZERO_RESULTS
48.98236539999998,-123.0644947,None,None,ZERO_RESULTS
48.98236539999998,-123.064837,None,None,ZERO_RESULTS
48.98236539999998,-123.0651793,None,None,ZERO_RESULTS
48.98236539999998,-123.0655216,None,None,ZERO_RESULTS
48.98236539999998,-123.0658639,None,None,ZERO_RESULTS
48.98236539999998,-123.0662062,None,None,ZERO_RESULTS
48.98236539999998,-123.0665485,None,None,ZERO_RESULTS
48.98236539999998,-123.0668908,None,None,ZERO_RESULTS
48.98241019346735,-123.0679088523543,b5i01X8EjTAAmY7oEie-Tw,2023-05,
48.98241019346735,-123.0679088523543,b5i01X8EjTAAmY7oEie-Tw,2023-05,
48.98241019346735,-123.0679088523543,b5i01X8EjTAAmY7oEie-Tw,2023-05,
48.98241019346735,-123.0679088523543,b5i01X8EjTAAmY7oEie-Tw,2023-05,
48.98236539999998,-123.0686023,None,None,ZERO_RESULTS
48.98236539999998,-123.0689446,None,None,ZERO_RESULTS
48.98236539999998,-123.0692869,None,None,ZERO_RESULTS
48.98236539999998,-123.0696292,None,None,ZERO_RESULTS
48.98236539999998,-123.0699715,None,None,ZERO_RESULTS
48.98236539999998,-123.0703138,None,None,ZERO_RESULTS
48.98236539999998,-123.0706561,None,None,ZERO_RESULTS
48.98236539999998,-123.0709984,None,None,ZERO_RESULTS
48.98236539999998,-123.0713407,None,None,ZERO_RESULTS
48.98236539999998,-123.071683,None,None,ZERO_RESULTS
48.98236539999998,-123.07202529999999,None,None,ZERO_RESULTS
48.98236539999998,-123.07236759999999,None,None,ZERO_RESULTS
48.98236539999998,-123.07270989999999,None,None,ZERO_RESULTS
48.98236539999998,-123.07305219999999,None,None,ZERO_RESULTS
48.98236539999998,-123.07339449999999,None,None,ZERO_RESULTS
48.982635099999975,-123.0620986,None,None,ZERO_RESULTS
48.982635099999975,-123.0624409,None,None,ZERO_RESULTS
